top_class,leaf_class,video,path,width,height,resolution,fps,frame_count,duration_sec,codec,aspect_ratio,center_check_pct_in_box
Color,White,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\7.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\7.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Yellow,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Yellow\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\7.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Daughter,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Daughter\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\0.MOV,640,360,640x360,60.0,245,4.083,h264,1.77778,
Family,Father,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\1.MOV,640,360,640x360,60.0,245,4.083,h264,1.77778,
Family,Father,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\10.MOV,640,360,640x360,60.0,245,4.083,h264,1.77778,
Family,Father,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\15.MOV,640,360,640x360,60.0,245,4.083,h264,1.77778,
Family,Father,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\16.MOV,640,360,640x360,60.0,245,4.083,h264,1.77778,
Family,Father,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\7.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Father,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Father\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\7.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Family,Grandfather,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandfather,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandfather\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Grandmother,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\5.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Family,Grandmother,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\6.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Family,Grandmother,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\7.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Family,Grandmother,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\8.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Family,Grandmother,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Grandmother\9.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Family,Mother,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\7.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Mother,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Mother\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Family,Son,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Family\Son\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
